run_id,victory,difficulty,character,duration,nb_stages,nb_curses,nb_rooms,nb_rooms_cleared,clear_rate,avg_clear_duration,nb_room_types,nb_bosses,nb_monsters,avg_monster_hp,final_damage,final_fire_delay,final_shot_speed,final_tear_range,final_move_speed,final_luck,final_hearts,final_coins,final_bombs,final_keys,total_damage_taken,delta_damage,delta_luck,delta_move_speed,dps_proxy,nb_passive_items,avg_passive_quality,total_passive_quality,nb_active_items,avg_active_quality,nb_trinkets,avg_trinket_quality,rooms_per_frame,raw_score,score,rank,grade,anomaly,anomaly_label,cluster,cluster_label
5,0,0,0,6484,1,0,6,5,0.8333333333333334,684.0,3,2,19,12.631578947368421,3.5,7.70784,1.0,360,1.0,0,1,10,0,0,2.0,0.0,0,0.0,0.45408311537343793,2,0.3333333333333333,3.0,1,0.0,0,0.0,0.0007711289327575571,22.10380788441437,20.0,23,F,1,Normal,1,💀 Difficile
15,0,0,0,5012,1,0,8,7,0.875,290.75,3,0,18,6.166666666666667,3.5,8.29577,1.0,208,1.0,0,1,0,2,1,5.0,0.0,0,0.0,0.4219017643931787,4,2.4285714285714284,17.0,0,0.0,0,0.0,0.0013966480446927375,21.76075257307607,19.69,24,F,1,Normal,2,📈 Moyenne
27,0,0,0,3546,1,0,5,4,0.8,350.4,3,0,10,15.3,3.5,10.0,1.0,260,1.0,0,2,0,1,1,2.0,0.0,0,0.0,0.35,1,1.0,4.0,0,0.0,0,0.0,0.0011280315848843769,21.341977385830432,19.31,25,F,1,Normal,1,💀 Difficile
29,0,0,0,7568,1,0,6,5,0.8333333333333334,491.0,2,0,20,10.45,3.5,10.0,1.0,260,1.0,0,4,1,2,0,1.0,0.0,0,0.0,0.35,0,0.0,0.0,0,0.0,0,0.0,0.000660676532769556,21.296736950045684,19.27,26,F,1,Normal,1,💀 Difficile
11,0,0,0,8760,1,0,5,5,1.0,1210.8,2,0,11,13.636363636363637,3.5,8.29577,1.0,260,1.0,0,1,1,1,1,3.0,0.0,0,0.0,0.4219017643931787,1,2.0,6.0,0,0.0,0,0.0,0.0005707762557077625,21.071519902308317,19.07,27,F,1,Normal,2,📈 Moyenne
35,0,0,0,17112,2,0,12,11,0.9166666666666666,992.1666666666666,3,2,35,17.218857142857143,3.5,10.0,1.0,260,1.0,0,2,4,1,2,4.0,0.0,0,0.0,0.35,3,1.1470588235294117,39.0,0,0.0,0,0.0,0.0006428237494156148,20.836414270170575,18.86,28,F,1,Normal,2,📈 Moyenne
34,0,0,0,6244,1,0,4,3,0.75,845.0,2,1,29,17.379310344827587,3.5,10.0,1.0,260,1.0,0,4,1,2,0,2.0,0.0,0,0.0,0.35,0,0.0,0.0,0,0.0,0,0.0,0.0004804612427930814,19.491711470664175,17.64,29,F,1,Normal,1,💀 Difficile
17,0,0,0,8868,1,0,10,9,0.9,476.8,3,0,27,9.481481481481481,3.5,10.0,1.0,260,1.0,0,1,2,1,1,4.0,0.0,0,0.0,0.35,1,1.0,10.0,0,0.0,0,0.0,0.0010148849797023004,18.892448050300004,17.1,30,F,1,Normal,2,📈 Moyenne
10,0,0,0,8012,1,0,9,8,0.8888888888888888,328.0,4,1,12,27.833333333333332,3.5,10.0,1.16,260,1.0,0,1,1,4,0,5.0,0.0,0,0.0,0.35,1,1.0,8.0,0,0.0,0,0.0,0.000998502246630055,18.812035727448308,17.02,31,F,1,Normal,2,📈 Moyenne
12,0,0,0,19772,1,0,5,4,0.8,97.6,2,0,10,6.0,3.5,10.0,1.0,260,1.0,0,4,3,0,0,2.0,0.0,0,0.0,0.35,0,0.0,0.0,0,0.0,0,0.0,0.00020230629172567267,18.763257508988932,16.98,32,F,1,Normal,1,💀 Difficile
4,0,0,0,17990,2,0,12,11,0.9166666666666666,946.1666666666666,3,8,25,14.68,3.5,10.0,1.0,260,1.0,0,1,2,0,2,7.0,0.0,0,0.0,0.35,2,0.5909090909090909,13.0,1,0.0,0,0.0,0.0006114508060033352,18.442102130509973,16.69,33,F,1,Normal,2,📈 Moyenne
20,0,0,0,6914,1,0,5,4,0.8,508.0,2,2,16,26.5625,3.5,10.0,1.0,260,1.0,0,2,6,2,1,2.0,0.0,0,0.0,0.35,0,0.0,0.0,0,0.0,0,0.0,0.0005785363031530228,18.380931776868376,16.63,34,F,1,Normal,1,💀 Difficile
30,0,0,0,4108,1,0,4,3,0.75,440.0,2,2,4,35.0,3.5,10.0,1.0,260,1.0,0,2,0,0,1,2.0,0.0,0,0.0,0.35,0,0.0,0.0,0,0.0,0,0.0,0.0007302823758519961,18.183714347260054,16.46,35,F,1,Normal,1,💀 Difficile
19,0,0,0,5176,1,0,6,5,0.8333333333333334,511.6666666666667,1,0,13,14.615384615384615,3.5,10.0,1.0,260,1.0,0,1,0,0,1,3.0,0.0,0,0.0,0.35,0,0.0,0.0,0,0.0,0,0.0,0.0009659969088098918,17.26991188076258,15.63,36,F,1,Normal,1,💀 Difficile
6,0,0,0,2468,1,0,1,0,0.0,0.0,1,0,12,10.0,3.5,10.0,1.0,260,1.0,0,6,0,1,0,0.0,0.0,0,0.0,0.35,0,0.0,0.0,0,0.0,0,0.0,0.0,17.177539158173474,15.55,37,F,1,Normal,1,💀 Difficile
23,0,0,0,7044,1,0,5,4,0.8,864.0,2,2,30,15.766666666666667,3.5,10.0,1.0,260,1.0,0,1,0,1,0,4.0,0.0,0,0.0,0.35,0,0.0,0.0,0,0.0,0,0.0,0.0005678591709256105,15.248332268148868,13.8,38,F,1,Normal,1,💀 Difficile
8,0,0,0,3660,1,0,3,2,0.6666666666666666,854.6666666666666,1,0,11,10.181818181818182,3.5,10.0,1.0,260,1.0,0,1,0,3,1,4.0,0.0,0,0.0,0.35,0,0.0,0.0,0,0.0,0,0.0,0.000546448087431694,14.452162440173808,13.08,39,F,1,Normal,1,💀 Difficile
7,0,0,0,13756,1,0,5,4,0.8,686.8,1,0,15,7.933333333333334,3.5,10.0,1.0,260,1.0,0,1,2,0,2,5.0,0.0,0,0.0,0.35,0,0.0,0.0,0,0.0,0,0.0,0.0002907822041291073,13.49165252211237,12.21,40,F,1,Normal,1,💀 Difficile
